timestamp,Temperature,Humidity,PM2.5,PM10,NO2,CO,SO2,AQI
2024-11-20 16:00:00,18.0,62.5,69.2,140.3,63.6,1.77,30.9,157.3
2024-11-20 17:00:00,18.4,64.9,71.5,127.2,75.3,2.39,21.2,158.5
2024-11-20 18:00:00,18.7,67.0,90.5,205.9,78.2,1.99,32.7,168.5
2024-11-20 19:00:00,19.9,78.0,74.6,125.1,75.9,2.74,23.1,160.1
2024-11-20 20:00:00,,,80.4,157.6,71.1,2.53,28.5,163.2
2024-11-20 21:00:00,14.4,72.2,83.5,168.1,68.2,2.18,23.8,164.8
2024-11-20 22:00:00,14.0,69.9,80.5,120.5,51.5,1.98,24.8,163.2
2024-11-20 23:00:00,8.8,78.7,72.5,127.8,52.5,1.64,16.8,159.0
2024-11-21 00:00:00,9.8,90.8,62.1,102.8,51.2,1.94,29.2,153.5
2024-11-21 01:00:00,9.3,88.3,92.0,139.8,52.9,1.75,23.3,169.3
2024-11-21 02:00:00,8.6,81.9,103.3,222.3,74.0,1.84,28.8,175.2
2024-11-21 03:00:00,10.4,85.1,62.7,115.3,47.4,1.52,25.2,153.8
2024-11-21 04:00:00,9.8,78.1,99.4,153.2,33.5,1.62,25.2,173.2
2024-11-21 05:00:00,9.6,78.5,65.1,121.6,60.1,1.89,16.5,155.1
2024-11-21 06:00:00,12.3,82.2,86.6,168.6,56.5,2.44,35.6,166.4
2024-11-21 07:00:00,15.9,76.5,85.6,134.3,,2.42,23.0,165.9
2024-11-21 08:00:00,17.0,70.9,97.7,167.6,75.7,2.81,32.3,172.3
2024-11-21 09:00:00,11.2,75.4,63.4,127.0,72.9,2.74,,154.2
2024-11-21 10:00:00,17.4,69.5,82.8,140.8,52.4,,24.3,164.4
2024-11-21 11:00:00,17.1,59.2,69.9,143.8,57.8,2.09,23.2,157.6
2024-11-21 12:00:00,18.8,54.1,93.1,149.2,65.7,1.78,26.7,169.8
2024-11-21 13:00:00,18.5,59.7,84.7,,62.2,1.62,26.4,165.4
2024-11-21 14:00:00,20.1,53.5,80.2,124.0,56.9,2.03,20.3,163.1
2024-11-21 15:00:00,20.3,51.6,65.3,156.0,47.1,1.82,21.8,155.2
2024-11-21 16:00:00,18.7,67.0,87.5,141.2,65.1,1.91,30.8,166.9
2024-11-21 17:00:00,17.5,62.1,68.3,115.8,72.2,2.43,24.7,156.8
2024-11-21 18:00:00,17.6,63.2,,144.0,88.6,2.4,,154.7
2024-11-21 19:00:00,18.0,66.0,73.5,167.8,84.9,2.54,27.5,159.5
2024-11-21 20:00:00,17.5,64.2,73.5,137.1,82.9,2.65,27.7,159.5
2024-11-21 21:00:00,16.7,75.0,73.3,133.3,66.1,2.34,24.4,159.4
2024-11-21 22:00:00,,75.4,77.5,,56.6,2.03,31.1,161.6
2024-11-21 23:00:00,,75.2,76.3,141.4,60.7,1.95,25.4,161.0
2024-11-22 00:00:00,13.4,78.4,80.6,132.4,57.1,2.04,,163.3
2024-11-22 01:00:00,13.0,77.2,75.6,127.2,57.2,1.62,25.0,160.6
2024-11-22 02:00:00,10.1,82.6,64.1,173.4,56.1,1.94,22.8,154.6
2024-11-22 03:00:00,9.6,83.8,88.3,140.1,38.5,1.92,29.8,167.3
2024-11-22 04:00:00,10.6,82.4,64.8,121.5,60.2,2.39,20.1,154.9
2024-11-22 05:00:00,8.4,83.7,78.1,131.4,,2.11,26.2,161.9
2024-11-22 06:00:00,11.1,81.1,97.5,156.0,58.3,1.95,28.4,172.2
2024-11-22 07:00:00,14.0,80.1,74.2,,77.6,2.4,34.6,159.9
2024-11-22 08:00:00,15.0,80.8,67.1,111.7,75.7,2.52,33.7,156.2
2024-11-22 09:00:00,14.5,76.0,64.5,117.7,73.1,2.78,28.0,154.8
2024-11-22 10:00:00,16.7,74.7,65.8,100.7,57.6,2.2,25.9,155.5
2024-11-22 11:00:00,15.9,62.8,61.3,93.9,57.1,1.79,22.7,153.1
2024-11-22 12:00:00,19.9,62.0,97.4,170.3,42.6,1.75,21.3,172.1
2024-11-22 13:00:00,19.2,65.9,71.9,,,1.68,23.0,158.7
2024-11-22 14:00:00,19.3,64.8,125.9,198.8,70.1,1.7,29.0,187.1
2024-11-22 15:00:00,19.3,57.6,73.6,,58.2,,24.2,159.6
2024-11-22 16:00:00,19.7,64.5,56.4,,58.6,1.95,31.6,150.5
2024-11-22 17:00:00,18.4,57.9,80.8,141.1,66.3,2.51,26.4,163.4
2024-11-22 18:00:00,19.9,66.9,78.3,146.4,72.8,2.58,24.2,162.1
2024-11-22 19:00:00,16.7,66.9,97.5,156.3,83.5,2.44,19.1,172.2
2024-11-22 20:00:00,19.5,,77.7,125.9,70.3,2.31,22.0,161.7
2024-11-22 21:00:00,17.9,,75.3,130.7,75.3,2.12,20.1,160.5
2024-11-22 22:00:00,11.9,87.0,86.9,140.7,68.0,2.17,22.5,166.6
2024-11-22 23:00:00,12.6,80.0,66.7,105.4,62.4,1.89,28.0,155.9
2024-11-23 00:00:00,10.2,93.0,69.1,125.1,51.8,1.05,26.2,157.2
2024-11-23 01:00:00,10.0,76.2,89.5,,51.6,1.29,24.0,167.9
2024-11-23 02:00:00,14.2,88.3,57.1,106.9,46.6,1.42,31.2,150.9
2024-11-23 03:00:00,9.4,72.3,71.2,151.6,54.8,1.45,25.0,158.3
2024-11-23 04:00:00,,,48.5,124.4,48.2,1.12,30.3,132.8
2024-11-23 05:00:00,11.8,86.5,108.4,202.0,41.2,1.29,31.3,177.9
2024-11-23 06:00:00,9.5,85.7,75.4,122.6,50.0,1.59,22.7,160.5
2024-11-23 07:00:00,10.8,75.0,69.2,121.3,64.8,1.62,23.5,157.3
2024-11-23 08:00:00,11.3,81.3,95.9,164.3,,1.73,34.6,171.3
2024-11-23 09:00:00,13.2,70.3,83.0,141.3,53.5,1.79,30.4,164.5
2024-11-23 10:00:00,10.6,69.1,63.8,128.2,50.9,1.81,24.8,154.4
2024-11-23 11:00:00,18.6,64.8,92.8,148.8,39.7,1.5,30.4,169.7
2024-11-23 12:00:00,22.6,58.8,84.8,175.6,50.9,1.26,21.5,165.5
2024-11-23 13:00:00,19.6,70.4,91.2,178.8,54.8,,21.5,168.8
2024-11-23 14:00:00,17.0,61.6,70.9,106.1,,1.3,21.9,158.2
2024-11-23 15:00:00,18.7,66.4,85.3,,48.8,1.56,28.2,165.7
2024-11-23 16:00:00,18.9,66.6,120.6,198.3,40.4,1.39,31.3,184.3
2024-11-23 17:00:00,17.3,57.8,111.6,182.6,44.2,1.64,25.2,179.6
2024-11-23 18:00:00,20.3,70.6,92.6,145.6,73.1,2.0,32.1,169.6
2024-11-23 19:00:00,19.1,69.5,66.1,127.5,,2.25,25.5,155.6
2024-11-23 20:00:00,14.0,64.7,89.8,,64.4,2.17,,168.1
2024-11-23 21:00:00,16.5,75.2,101.1,,51.3,1.9,29.0,174.1
2024-11-23 22:00:00,16.8,71.0,97.0,185.2,46.6,1.98,17.1,171.9
2024-11-23 23:00:00,16.3,87.0,78.1,,40.6,1.52,31.9,161.9
2024-11-24 00:00:00,17.2,85.5,86.9,146.2,59.9,1.48,24.7,166.6
2024-11-24 01:00:00,8.9,83.0,59.7,97.1,,1.38,28.7,152.3
2024-11-24 02:00:00,15.8,90.9,78.9,128.8,50.6,1.25,30.0,162.4
2024-11-24 03:00:00,9.3,77.1,56.3,120.0,44.6,1.4,19.8,150.5
2024-11-24 04:00:00,9.0,80.8,,151.1,34.5,1.42,31.5,170.9
2024-11-24 05:00:00,11.3,82.1,91.1,,44.2,1.43,25.8,168.8
2024-11-24 06:00:00,10.3,92.7,90.6,197.4,50.6,1.57,29.9,168.5
2024-11-24 07:00:00,13.3,73.6,85.7,147.9,52.3,2.13,31.4,165.9
2024-11-24 08:00:00,11.1,,111.1,205.0,72.6,1.75,24.6,179.3
2024-11-24 09:00:00,14.5,65.8,76.8,150.9,72.6,1.73,29.4,161.3
2024-11-24 10:00:00,18.9,74.4,72.5,149.1,49.3,1.47,33.7,159.0
2024-11-24 11:00:00,17.4,64.0,90.2,152.6,54.1,1.68,23.0,168.3
2024-11-24 12:00:00,18.8,,58.7,164.5,46.8,1.66,30.9,151.7
2024-11-24 13:00:00,20.3,66.4,78.7,177.5,38.1,1.38,30.8,162.3
2024-11-24 14:00:00,22.2,60.6,70.6,121.4,53.7,1.28,30.6,158.0
2024-11-24 15:00:00,16.7,62.0,77.7,143.1,58.2,1.42,22.7,161.7
2024-11-24 16:00:00,21.0,64.1,86.0,143.5,,1.89,27.8,166.1
2024-11-24 17:00:00,18.8,60.4,72.1,109.7,51.8,1.4,44.6,158.8
2024-11-24 18:00:00,18.9,63.7,138.9,223.1,69.2,2.01,30.5,193.9
2024-11-24 19:00:00,19.6,68.2,91.6,143.8,64.1,2.06,22.4,169.1
2024-11-24 20:00:00,13.9,74.2,81.6,137.7,69.8,1.85,28.2,163.8
2024-11-24 21:00:00,13.0,69.0,117.6,188.6,67.2,1.86,18.5,182.7
2024-11-24 22:00:00,9.8,61.0,80.6,129.2,43.8,1.54,29.5,163.3
2024-11-24 23:00:00,11.4,82.4,62.6,104.4,50.3,1.27,32.5,153.8
2024-11-25 00:00:00,14.1,86.1,80.6,143.7,52.8,2.11,28.0,163.3
2024-11-25 01:00:00,10.4,84.4,61.5,111.8,64.4,1.55,19.9,153.2
2024-11-25 02:00:00,7.5,85.9,66.9,119.4,55.4,1.77,24.7,156.1
2024-11-25 03:00:00,9.0,82.2,,109.9,67.3,1.78,25.9,156.6
2024-11-25 04:00:00,7.2,87.1,56.4,86.2,75.4,1.88,28.7,150.5
2024-11-25 05:00:00,8.4,87.6,78.9,138.1,51.0,1.77,22.8,162.4
2024-11-25 06:00:00,12.2,81.8,70.1,113.3,65.8,1.88,20.0,157.7
2024-11-25 07:00:00,,91.4,87.6,170.4,,2.53,26.3,166.9
2024-11-25 08:00:00,15.9,68.3,63.2,98.3,75.6,2.32,26.1,154.1
2024-11-25 09:00:00,14.9,73.8,79.9,133.8,77.4,1.91,23.9,162.9
2024-11-25 10:00:00,16.5,64.0,66.9,120.5,60.2,,22.3,156.1
2024-11-25 11:00:00,16.9,71.4,74.3,132.9,45.0,2.07,20.4,159.9
2024-11-25 12:00:00,20.1,56.6,59.5,,61.4,1.84,24.1,152.2
2024-11-25 13:00:00,20.9,55.9,80.9,183.6,61.2,,30.3,163.4
2024-11-25 14:00:00,20.5,58.2,76.8,128.3,49.2,1.87,36.0,161.3
2024-11-25 15:00:00,21.1,62.3,77.4,138.9,54.2,1.79,31.8,161.6
2024-11-25 16:00:00,19.4,58.4,65.7,121.6,59.9,1.95,29.1,155.4
2024-11-25 17:00:00,20.4,59.7,64.7,132.8,74.8,2.02,23.6,154.9
2024-11-25 18:00:00,17.9,63.6,95.0,153.8,,2.6,27.6,170.8
2024-11-25 19:00:00,17.5,65.8,65.9,118.8,,2.7,30.4,155.5
2024-11-25 20:00:00,15.7,77.3,113.4,188.9,69.6,2.34,27.4,180.5
2024-11-25 21:00:00,14.1,76.4,118.9,237.8,66.8,2.42,30.5,183.4
2024-11-25 22:00:00,12.3,74.5,72.1,117.9,59.7,1.99,29.0,158.8
2024-11-25 23:00:00,13.4,89.5,90.1,204.8,54.8,2.07,37.3,168.3
2024-11-26 00:00:00,14.1,83.9,74.7,124.4,62.9,1.55,31.2,160.2
2024-11-26 01:00:00,13.0,78.5,74.9,120.4,65.5,1.97,,160.3
2024-11-26 02:00:00,7.7,85.9,,180.6,62.9,1.77,21.3,164.1
2024-11-26 03:00:00,12.6,87.7,107.5,215.4,66.4,1.8,26.0,177.4
2024-11-26 04:00:00,9.5,81.1,63.2,193.1,56.0,2.09,33.2,154.1
2024-11-26 05:00:00,11.9,78.1,89.1,140.4,53.4,1.87,23.6,167.7
2024-11-26 06:00:00,9.7,81.9,82.2,137.2,53.9,,24.9,164.1
2024-11-26 07:00:00,12.8,77.2,75.3,156.8,69.8,2.35,23.1,160.5
2024-11-26 08:00:00,14.3,,71.0,136.4,70.6,2.63,25.8,158.2
2024-11-26 09:00:00,12.0,76.7,73.6,122.5,86.9,2.22,31.6,159.6
2024-11-26 10:00:00,17.5,66.7,61.9,123.8,70.1,1.8,17.2,153.4
2024-11-26 11:00:00,20.2,69.1,62.3,115.1,50.0,1.69,25.2,153.6
2024-11-26 12:00:00,18.2,70.8,51.5,95.4,54.1,1.75,21.5,140.2
2024-11-26 13:00:00,22.1,55.6,103.0,178.0,50.7,1.65,30.3,175.1
2024-11-26 14:00:00,19.5,56.3,60.4,114.9,50.4,1.7,27.8,152.6
2024-11-26 15:00:00,21.7,60.9,71.2,135.5,54.0,1.94,23.9,158.3
2024-11-26 16:00:00,15.4,61.6,93.5,151.1,58.6,2.04,32.9,170.1
2024-11-26 17:00:00,24.2,62.3,60.4,103.4,65.8,1.92,26.3,152.6
2024-11-26 18:00:00,21.5,,62.9,112.6,78.7,2.54,29.6,153.9
2024-11-26 19:00:00,16.9,65.4,72.3,130.2,80.2,2.92,32.0,158.9
2024-11-26 20:00:00,12.3,71.8,80.1,129.0,87.6,2.48,25.6,163.0
2024-11-26 21:00:00,15.6,78.7,73.1,146.3,69.4,2.09,24.9,159.3
2024-11-26 22:00:00,10.8,73.7,159.8,261.4,61.1,2.4,,209.4
2024-11-26 23:00:00,,91.2,71.9,124.9,53.5,1.87,26.2,158.7
2024-11-27 00:00:00,12.3,91.3,78.3,120.4,54.1,1.75,26.2,162.1
2024-11-27 01:00:00,8.8,90.0,68.0,112.2,44.8,1.9,34.0,156.6
2024-11-27 02:00:00,12.4,87.7,68.5,139.6,53.0,1.66,30.4,156.9
2024-11-27 03:00:00,11.6,95.0,65.5,104.6,64.9,1.67,22.6,155.3
2024-11-27 04:00:00,,83.1,122.6,211.9,49.8,1.76,34.1,185.4
2024-11-27 05:00:00,10.7,79.2,101.9,182.5,60.0,2.06,29.4,174.5
2024-11-27 06:00:00,8.6,78.8,54.7,85.2,72.9,2.29,23.1,148.2
2024-11-27 07:00:00,14.5,74.0,106.6,177.4,74.4,2.26,26.7,176.9
2024-11-27 08:00:00,13.2,76.7,73.5,,74.4,2.25,26.7,159.5
2024-11-27 09:00:00,12.2,74.5,90.8,166.5,77.3,2.27,27.8,168.6
2024-11-27 10:00:00,19.0,70.9,57.9,93.4,62.9,1.96,,151.3
2024-11-27 11:00:00,21.7,66.9,61.2,104.2,64.4,1.69,28.8,153.1
2024-11-27 12:00:00,18.5,65.2,,251.0,58.0,1.9,32.8,186.9
2024-11-27 13:00:00,23.6,71.3,80.2,157.2,42.4,2.06,30.3,163.1
2024-11-27 14:00:00,20.0,64.5,51.9,101.9,51.1,2.03,18.7,141.2
2024-11-27 15:00:00,19.2,65.6,153.7,263.6,58.9,1.8,23.8,203.3
2024-11-27 16:00:00,18.6,62.4,69.4,118.0,69.6,1.77,27.0,157.4
2024-11-27 17:00:00,22.6,54.5,84.0,144.0,75.5,2.41,26.6,165.1
2024-11-27 18:00:00,17.0,55.4,85.2,186.8,85.6,2.38,32.2,165.7
2024-11-27 19:00:00,19.0,77.4,102.6,162.8,81.2,2.32,32.2,174.8
2024-11-27 20:00:00,15.2,67.2,70.8,144.4,73.2,2.78,22.2,158.1
2024-11-27 21:00:00,14.1,69.9,71.6,131.3,64.5,2.05,23.9,158.5
2024-11-27 22:00:00,15.8,77.3,121.6,195.6,55.5,2.14,29.8,184.8
2024-11-27 23:00:00,11.7,81.7,,122.5,74.5,1.74,33.3,161.8
2024-11-28 00:00:00,10.7,84.9,65.4,120.7,69.7,1.51,29.6,155.3
2024-11-28 01:00:00,12.9,92.3,69.9,117.0,45.5,1.6,28.2,157.6
2024-11-28 02:00:00,13.4,92.1,80.9,141.8,58.3,1.05,25.8,163.4
2024-11-28 03:00:00,11.3,80.9,65.1,136.3,,1.51,32.2,155.1
2024-11-28 04:00:00,8.9,89.4,107.7,181.3,53.0,1.91,20.5,177.5
2024-11-28 05:00:00,,81.5,66.3,116.4,62.3,1.77,20.0,155.7
2024-11-28 06:00:00,11.6,80.8,75.0,131.4,59.2,2.03,33.6,160.3
2024-11-28 07:00:00,13.1,73.5,74.6,147.3,68.4,2.46,26.0,160.1
2024-11-28 08:00:00,11.7,67.6,77.1,147.6,81.1,2.73,24.3,161.4
2024-11-28 09:00:00,,72.8,68.1,110.5,82.9,2.53,31.7,156.7
2024-11-28 10:00:00,16.5,65.1,84.0,166.3,79.6,2.22,27.9,165.1
2024-11-28 11:00:00,,71.6,74.6,166.0,61.6,1.6,26.1,160.1
2024-11-28 12:00:00,16.7,63.1,77.8,144.7,48.6,1.47,24.8,161.8
2024-11-28 13:00:00,18.3,64.1,113.1,180.3,61.0,1.4,28.5,180.4
2024-11-28 14:00:00,19.7,68.2,56.4,86.5,52.5,1.81,29.2,150.5
2024-11-28 15:00:00,23.8,53.6,65.4,104.5,57.1,2.03,26.1,155.3
2024-11-28 16:00:00,20.3,57.8,94.1,162.4,73.8,1.98,27.9,170.4
2024-11-28 17:00:00,17.6,63.5,75.7,129.4,80.5,2.26,25.6,160.7
2024-11-28 18:00:00,19.0,66.1,82.9,160.5,85.6,2.86,20.4,164.5
2024-11-28 19:00:00,16.8,72.5,74.4,134.5,96.0,,20.3,160.0
2024-11-28 20:00:00,,74.2,70.7,141.9,59.7,2.42,28.7,158.1
2024-11-28 21:00:00,16.2,73.5,67.8,106.5,63.7,1.81,25.4,156.5
2024-11-28 22:00:00,16.1,77.6,81.4,134.8,66.5,2.21,29.2,163.7
2024-11-28 23:00:00,12.5,80.6,139.0,288.4,,,21.4,194.0
2024-11-29 00:00:00,14.7,74.1,103.4,230.6,64.3,1.87,31.3,175.3
2024-11-29 01:00:00,12.5,82.6,70.4,115.9,,1.38,25.6,157.9
2024-11-29 02:00:00,8.8,85.8,53.1,83.8,64.8,1.89,27.2,144.2
2024-11-29 03:00:00,14.4,87.3,98.7,183.6,59.4,1.74,31.3,172.8
2024-11-29 04:00:00,10.8,80.0,78.2,137.7,56.6,1.36,24.8,162.0
2024-11-29 05:00:00,9.0,77.0,,219.6,44.4,1.59,29.1,190.8
2024-11-29 06:00:00,14.8,80.3,85.6,136.0,81.0,1.84,28.3,165.9
2024-11-29 07:00:00,16.7,88.8,76.3,127.3,62.9,2.15,26.9,161.0
2024-11-29 08:00:00,,72.0,74.6,117.4,66.1,2.22,30.1,160.1
2024-11-29 09:00:00,14.0,78.9,63.2,113.9,,2.27,25.1,154.1
2024-11-29 10:00:00,15.9,77.8,75.3,136.6,72.2,2.15,30.2,160.5
2024-11-29 11:00:00,18.9,67.2,94.1,,56.6,1.94,35.4,170.4
2024-11-29 12:00:00,21.1,,54.3,94.8,48.8,1.7,30.4,147.2
2024-11-29 13:00:00,20.5,65.2,117.8,213.1,51.6,1.9,27.0,182.8
2024-11-29 14:00:00,20.0,62.4,57.1,108.2,59.0,2.32,22.9,150.9
2024-11-29 15:00:00,23.0,56.7,65.0,117.3,52.4,1.85,32.6,155.1
2024-11-29 16:00:00,19.2,58.1,82.9,127.7,71.2,1.71,27.9,164.5
2024-11-29 17:00:00,21.4,64.9,60.5,114.4,62.8,2.22,25.7,152.7
2024-11-29 18:00:00,,69.2,78.0,145.1,65.7,2.53,30.5,161.9
2024-11-29 19:00:00,18.4,65.4,84.8,174.1,95.3,2.33,28.6,165.5
2024-11-29 20:00:00,16.1,69.5,86.9,155.7,72.9,2.62,27.2,166.6
2024-11-29 21:00:00,14.9,76.3,71.8,142.6,73.2,2.11,25.7,158.6
2024-11-29 22:00:00,13.0,75.2,,147.4,65.6,2.16,28.3,152.8
2024-11-29 23:00:00,15.2,77.5,107.8,175.8,51.8,1.81,28.2,177.6
2024-11-30 00:00:00,10.0,77.7,83.6,128.3,49.1,1.39,19.5,164.8
2024-11-30 01:00:00,9.2,,80.4,138.1,40.7,1.61,26.0,163.2
2024-11-30 02:00:00,14.4,97.9,66.9,100.6,,1.29,31.2,156.1
2024-11-30 03:00:00,12.0,84.0,,182.3,43.7,1.16,24.9,167.3
2024-11-30 04:00:00,5.4,91.4,57.9,132.1,58.4,1.41,31.6,151.3
2024-11-30 05:00:00,9.5,91.8,118.5,189.7,48.4,1.15,26.8,183.2
2024-11-30 06:00:00,7.8,80.6,68.4,113.8,57.9,1.44,30.5,156.8
2024-11-30 07:00:00,10.6,80.8,96.0,184.1,58.4,2.07,27.7,171.4
2024-11-30 08:00:00,7.4,76.6,105.9,189.2,57.4,1.86,28.3,176.6
2024-11-30 09:00:00,14.7,64.9,,126.8,60.5,1.9,23.5,164.2
2024-11-30 10:00:00,14.0,62.1,81.6,170.4,49.4,1.14,22.7,163.8
2024-11-30 11:00:00,17.6,67.2,74.7,120.5,42.4,1.61,22.1,160.2
2024-11-30 12:00:00,15.3,62.4,97.4,175.7,50.5,1.24,23.2,172.1
2024-11-30 13:00:00,19.5,72.1,66.0,120.5,47.6,1.29,25.4,155.6
2024-11-30 14:00:00,19.0,60.2,87.2,141.7,39.4,1.61,25.1,166.7
2024-11-30 15:00:00,,70.7,76.4,121.9,52.7,1.49,26.1,161.1
2024-11-30 16:00:00,,59.0,110.0,195.2,48.9,1.54,32.8,178.7
2024-11-30 17:00:00,20.9,72.2,109.3,198.9,62.0,1.79,28.9,178.4
2024-11-30 18:00:00,17.9,67.0,73.2,131.1,57.3,2.12,22.7,159.4
2024-11-30 19:00:00,21.5,69.8,104.6,173.6,59.1,2.09,24.2,175.9
2024-11-30 20:00:00,13.2,,89.6,143.6,59.0,2.04,23.4,168.0
2024-11-30 21:00:00,12.2,75.9,78.7,153.9,,1.5,26.4,162.3
2024-11-30 22:00:00,13.5,84.6,96.7,150.3,47.4,1.39,23.4,171.7
2024-11-30 23:00:00,17.0,,90.3,139.9,55.7,1.3,18.7,168.4
2024-12-01 00:00:00,7.4,74.3,78.2,122.1,43.5,1.32,34.0,162.0
2024-12-01 01:00:00,6.6,76.7,70.1,110.0,34.0,1.65,28.7,157.7
2024-12-01 02:00:00,,87.2,72.1,113.2,49.8,1.78,23.4,158.8
2024-12-01 03:00:00,8.2,83.8,75.0,127.2,53.9,1.66,27.5,160.3
2024-12-01 04:00:00,8.4,86.3,81.6,126.8,47.4,1.72,22.3,163.8
2024-12-01 05:00:00,8.6,79.5,91.7,177.2,53.7,1.83,25.4,169.1
2024-12-01 06:00:00,6.5,76.2,88.8,157.7,51.0,1.77,24.3,167.6
2024-12-01 07:00:00,7.4,75.6,72.7,149.0,58.0,,29.2,159.1
2024-12-01 08:00:00,7.5,76.0,86.3,157.6,74.3,2.48,39.0,166.3
2024-12-01 09:00:00,11.5,66.3,135.9,,70.3,1.84,21.5,192.4
2024-12-01 10:00:00,10.5,71.2,80.7,159.9,61.9,1.89,23.2,163.3
2024-12-01 11:00:00,11.5,63.3,67.2,109.8,56.4,1.71,25.6,156.2
2024-12-01 12:00:00,14.0,,99.9,161.6,53.6,1.4,34.0,173.4
2024-12-01 13:00:00,14.7,61.5,62.1,137.3,48.8,1.85,34.8,153.5
2024-12-01 14:00:00,15.1,49.5,94.8,162.8,55.8,1.87,32.0,170.7
2024-12-01 15:00:00,17.3,59.8,94.0,156.8,,1.83,22.5,170.3
2024-12-01 16:00:00,16.3,60.4,92.9,185.7,65.4,1.83,29.7,169.7
2024-12-01 17:00:00,15.1,58.8,76.9,128.6,69.8,,25.4,161.3
2024-12-01 18:00:00,15.2,61.7,91.7,157.0,59.1,2.3,24.4,169.1
2024-12-01 19:00:00,11.9,67.0,82.2,131.5,81.3,2.73,29.9,164.1
2024-12-01 20:00:00,12.8,61.9,80.1,133.9,77.5,2.31,28.5,163.0
2024-12-01 21:00:00,11.6,71.5,146.2,225.8,81.9,1.97,28.7,197.8
2024-12-01 22:00:00,7.0,,102.2,242.5,47.1,1.56,31.5,174.6
2024-12-01 23:00:00,10.8,82.3,91.0,148.4,41.0,1.55,32.4,168.7
2024-12-02 00:00:00,6.0,70.5,82.5,140.5,70.5,1.91,31.8,164.3
2024-12-02 01:00:00,7.2,,98.3,180.4,65.9,2.06,28.2,172.6
2024-12-02 02:00:00,8.8,74.3,85.9,156.7,51.6,2.28,25.5,166.1
2024-12-02 03:00:00,8.2,74.5,99.3,164.3,78.6,2.14,24.7,173.1
2024-12-02 04:00:00,6.6,80.9,118.9,244.3,,1.86,30.4,183.4
2024-12-02 05:00:00,6.3,78.3,93.5,152.6,61.7,1.99,29.0,170.1
2024-12-02 06:00:00,9.7,81.7,75.3,152.7,77.7,2.13,28.9,160.5
2024-12-02 07:00:00,10.2,71.8,114.6,204.9,99.8,2.8,23.9,181.2
2024-12-02 08:00:00,8.8,69.9,89.3,156.9,83.4,3.07,31.5,167.8
2024-12-02 09:00:00,9.7,68.6,94.4,160.8,86.5,2.7,27.8,170.5
2024-12-02 10:00:00,8.5,60.1,82.4,158.2,63.6,2.3,32.8,164.2
2024-12-02 11:00:00,14.1,57.9,69.0,122.0,64.6,1.87,29.8,157.2
2024-12-02 12:00:00,14.7,,102.9,178.6,76.7,1.9,,175.0
2024-12-02 13:00:00,17.9,54.4,113.3,190.8,74.3,2.08,21.6,180.5
2024-12-02 14:00:00,16.9,61.8,88.7,173.3,59.3,1.97,34.8,167.5
2024-12-02 15:00:00,19.0,58.5,106.1,183.4,71.8,1.97,31.1,176.7
2024-12-02 16:00:00,14.8,48.2,77.6,134.0,70.7,2.12,25.2,161.7
2024-12-02 17:00:00,17.9,59.8,91.4,144.0,77.7,2.62,30.8,168.9
2024-12-02 18:00:00,13.8,61.6,81.3,,74.5,2.89,25.2,163.6
2024-12-02 19:00:00,15.4,63.6,101.1,198.3,90.1,2.66,31.4,174.1
2024-12-02 20:00:00,9.7,63.7,98.5,156.6,,2.74,28.8,172.7
2024-12-02 21:00:00,11.8,62.8,90.6,151.8,80.8,2.6,25.4,168.5
2024-12-02 22:00:00,6.1,77.3,90.4,,62.8,2.02,31.0,168.4
2024-12-02 23:00:00,8.3,73.0,62.9,93.3,46.6,1.87,24.2,153.9
2024-12-03 00:00:00,8.7,71.6,76.2,183.5,65.1,2.27,33.5,160.9
2024-12-03 01:00:00,6.0,80.2,,145.9,67.0,2.45,34.0,159.0
2024-12-03 02:00:00,4.4,75.4,93.9,172.9,56.4,2.16,30.5,170.3
2024-12-03 03:00:00,8.0,74.8,86.5,156.6,43.9,1.94,29.4,166.4
2024-12-03 04:00:00,6.3,77.2,62.9,125.7,60.3,2.04,27.5,153.9
2024-12-03 05:00:00,6.0,74.6,72.3,115.1,58.2,2.4,28.3,158.9
2024-12-03 06:00:00,7.9,71.4,62.1,91.5,60.2,1.97,27.9,153.5
2024-12-03 07:00:00,14.1,77.5,131.8,210.6,80.3,2.77,29.6,190.2
2024-12-03 08:00:00,12.4,70.0,79.3,150.1,84.2,3.01,31.1,162.6
2024-12-03 09:00:00,13.7,73.8,101.0,156.8,75.5,2.7,25.2,174.0
2024-12-03 10:00:00,13.5,60.1,83.5,136.1,74.0,2.07,29.8,164.8
2024-12-03 11:00:00,14.2,52.9,68.7,121.9,65.8,2.16,29.0,157.0
2024-12-03 12:00:00,10.1,59.8,76.1,137.6,59.5,2.35,27.0,160.9
2024-12-03 13:00:00,14.3,66.4,95.0,150.4,64.1,2.08,33.3,170.8
2024-12-03 14:00:00,,58.6,78.0,152.1,62.1,1.96,33.5,161.9
2024-12-03 15:00:00,12.6,71.6,99.9,183.8,57.0,2.4,31.0,173.4
2024-12-03 16:00:00,13.9,57.6,72.8,132.3,69.9,2.18,31.8,159.2
2024-12-03 17:00:00,11.7,58.3,88.6,140.3,83.1,2.35,34.1,167.5
2024-12-03 18:00:00,14.8,48.2,99.5,,86.9,2.97,24.8,173.2
2024-12-03 19:00:00,15.5,63.6,83.1,144.8,113.3,2.9,24.7,164.6
2024-12-03 20:00:00,14.8,65.2,,146.9,88.5,2.45,28.5,168.5
